Item Code,Item Name,Total Projected Qty,Default Unit of Measure,Standard Selling Rate,Item Group,Auto Create Assets on Purchase,Minimum Order Qty,Allow Purchase
Cosmoplast PPR Pipe PN20 4Mtr x 50MM,Cosmoplast PPR Pipe PN20 4Mtr x 50MM,0.33,Mtr,46,All Item Groups,1,1,1
Cosmoplast PPR Reducer Bush 50MM x 32MM,Cosmoplast PPR Reducer Bush 50MM x 32MM,2,Pcs,2.98,All Item Groups,1,1,1
Cosmoplast PPR TEE 40MM,Cosmoplast PPR TEE 40MM,4,Pcs,3.5,All Item Groups,1,1,1
Cosmoplast PPR Tee 50MM,Cosmoplast PPR Tee 50MM,1,Pcs,4.7,All Item Groups,1,1,1
Cosmoplast PPR UNION 25MM (Plain),Cosmoplast PPR UNION 25MM (Plain),4,Pcs,7,All Item Groups,1,1,1
Cotton Bag,Cotton Bag,28,Nos,13.04,All Item Groups,1,1,1
Cotton Rope 18MM x 40Y,Cotton Rope 18MM x 40Y,1,Roll,89.25,All Item Groups,1,1,1
Cotton Waste Colour,Cotton Waste Colour,33,bundle,18.94,All Item Groups,1,1,1
Coupler For Conduit PVC 20mm E242/20 Rexton,Coupler For Conduit PVC 20mm E242/20 Rexton,100,Pcs,0.2,All Item Groups,1,1,1
Coupler For Conduit PVC 25mm E242/25 Rexton,Coupler For Conduit PVC 25mm E242/25 Rexton,50,Pcs,0.21,All Item Groups,1,1,1
"CP Extension Nipple 1/2"" x 10MM","CP Extension Nipple 1/2"" x 10MM",,,,All Item Groups,1,1,1
"CP Extension Nipple 1/2"" x 15MM","CP Extension Nipple 1/2"" x 15MM",2,Pcs,3,All Item Groups,1,1,1
"CP Extension Nipple 1/2"" x 20MM","CP Extension Nipple 1/2"" x 20MM",12,Pcs,2.25,All Item Groups,1,1,1
"CP Extension Nipple 1/2"" x 25MM","CP Extension Nipple 1/2"" x 25MM",10,Pcs,2.5,All Item Groups,1,1,1
"CP Extension Nipple 1/2"" x 30MM","CP Extension Nipple 1/2"" x 30MM",15,Pcs,3.5,All Item Groups,1,1,1
"CP Extension Nipple 1/2"" x 40MM","CP Extension Nipple 1/2"" x 40MM",15,Pcs,3.67,All Item Groups,1,1,1
"CP Extension Nipple 1/2"" x 50MM","CP Extension Nipple 1/2"" x 50MM",5,Pcs,6,All Item Groups,1,1,1
"CP Extension Nipple 3/4 x 1/2""","CP Extension Nipple 3/4 x 1/2""",2,Pcs,4,All Item Groups,1,1,1
"CP Extensipon Nipple 1/2""x3/8"" 15MM","CP Extensipon Nipple 1/2""x3/8"" 15MM",10,Pcs,3,All Item Groups,1,1,1
Cp Filter Female,Cp Filter Female,1,Nos,5,All Item Groups,1,1,1
CP Filter Male,CP Filter Male,10,Nos,2.5,All Item Groups,1,1,1
"Cp Nipple 0.5""","Cp Nipple 0.5""",11,Pcs,2.95,All Item Groups,1,1,1
CP Pipe Oval Bracket,CP Pipe Oval Bracket,8,Nos,0.8,All Item Groups,1,1,1
"CP R/Bush 3/4x1/2""","CP R/Bush 3/4x1/2""",5,Nos,2.5,All Item Groups,1,1,1
CP Reducer Nipple 0.5x0.75,CP Reducer Nipple 0.5x0.75,2,Nos,3,All Item Groups,1,1,1
"CP Reduser Bush 3/4 x 1/2""","CP Reduser Bush 3/4 x 1/2""",20,Pcs,2.5,All Item Groups,1,1,1
"CP R/Nipple 1/2 x 3/8""","CP R/Nipple 1/2 x 3/8""",5,Nos,2.5,All Item Groups,1,1,1
C-Runner B30F Galv.+D 450MM Drawer Track,C-Runner B30F Galv.+D 450MM Drawer Track,20,Pcs,50,All Item Groups,1,1,1
Csk+Clipboard Screw 3.5x16 Np,Csk+Clipboard Screw 3.5x16 Np,1,Nos,25,All Item Groups,1,1,1
"CSK Self Tapping 10 x 1-1/4""","CSK Self Tapping 10 x 1-1/4""",,,,All Item Groups,1,1,1
C Suction grill noise rectification work,C Suction grill noise rectification work,,,,All Item Groups,1,1,1
Cube Wall Mounted Thermostatic Heated Towel Rail,Cube Wall Mounted Thermostatic Heated Towel Rail,2,Nos,1122.86,All Item Groups,1,1,1
Curtain motor Power adapter installation,Curtain motor Power adapter installation,,,,All Item Groups,1,1,1
"Curtain Power, AC & ceiling Work as per Quotation ref: ET-QTN24-1950-01","Curtain Power, AC & ceiling Work as per Quotation ref: ET-QTN24-1950-01",,,,All Item Groups,1,1,1
Curtain Rail 6mtr,Curtain Rail 6mtr,1,Nos,155,All Item Groups,1,1,1
Curved Wall Brush Plastic,Curved Wall Brush Plastic,1,Pcs,35,All Item Groups,1,1,1
"Cutting Charge
","Cutting Charge
",,,,All Item Groups,1,1,1
"Cutting Disc Maxmann 4.5"" MX4121","Cutting Disc Maxmann 4.5"" MX4121",1,Nos,20,All Item Groups,1,1,1
Cylinder Trolly Double,Cylinder Trolly Double,1,Nos,200,All Item Groups,1,1,1
Daimond Blade Marble Cutting 100MM,Daimond Blade Marble Cutting 100MM,1,Nos,50,All Item Groups,1,1,1
Daniel - Flex Inox CM.25 1/2x1/2F,Daniel - Flex Inox CM.25 1/2x1/2F,1,Nos,10,All Item Groups,1,1,1
Daniel Urinal Flush Valve with Preader and Pipe,Daniel Urinal Flush Valve with Preader and Pipe,1,Nos,230,All Item Groups,1,1,1
Data socket testing & diagNosis,Data socket testing & diagNosis,,,,All Item Groups,1,1,1
DD Conduit Pipe 25MM,DD Conduit Pipe 25MM,,,,All Item Groups,1,1,1
Decoduct PVC Pipe 20MM,Decoduct PVC Pipe 20MM,40,Pcs,2.98,All Item Groups,1,1,1
Deco Mart Polythene 100 Folding,Deco Mart Polythene 100 Folding,20,Nos,5,All Item Groups,1,1,1
Decomine Edge Band - PVC -Cloudy Grey - Pearl 1.00,Decomine Edge Band - PVC -Cloudy Grey - Pearl 1.00,200,Lgth,1.2,All Item Groups,1,1,1
Decomine Edge Band - PVC Grey-Matt 0.4x22 09A,Decomine Edge Band - PVC Grey-Matt 0.4x22 09A,200,Lgth,0.5,All Item Groups,1,1,1
Decorative Plaster DCP2 15513 50Kg,Decorative Plaster DCP2 15513 50Kg,28,Nos,48.4,All Item Groups,1,1,1
Deep Net Astral,Deep Net Astral,1,Pcs,38,All Item Groups,1,1,1
Deformed Steel Bar,Deformed Steel Bar,40,Nos,9,All Item Groups,1,1,1
Degital Weighing Scale,Degital Weighing Scale,1,Nos,40,All Item Groups,1,1,1
Delivery Charge,Delivery Charge,2,Nos,245,All Item Groups,1,1,1
Deucoat 30-36 A/F,Deucoat 30-36 A/F,7,Nos,98,All Item Groups,1,1,1
Dewalt Cutting Disc( Diamond) Tile/Ceranic 115MM,Dewalt Cutting Disc( Diamond) Tile/Ceranic 115MM,2,Nos,42,All Item Groups,1,1,1
Dewalt DCD777S2 Cordless Driver Drill,Dewalt DCD777S2 Cordless Driver Drill,1,Pcs,625,All Item Groups,1,1,1
Dewalt SDS Drill Bit 6MM x 160MM DW00703,Dewalt SDS Drill Bit 6MM x 160MM DW00703,2,Nos,6,All Item Groups,1,1,1
DIA Disc TIle DX3121,DIA Disc TIle DX3121,1,Nos,45,All Item Groups,1,1,1
DiagNosis and Ac Gas Full refill R410 Honeywell USA work,DiagNosis and Ac Gas Full refill R410 Honeywell USA work,,,,All Item Groups,1,1,1
DiagNosis and repair of Element set,DiagNosis and repair of Element set,,,,All Item Groups,1,1,1
DiagNosis and repair of washing machine,DiagNosis and repair of washing machine,,,,All Item Groups,1,1,1
DiagNosis and Supply of Driver,DiagNosis and Supply of Driver,,,,All Item Groups,1,1,1
"DiagNosis, circuit testing & replacement of Pool water heater contactor","DiagNosis, circuit testing & replacement of Pool water heater contactor",,,,All Item Groups,1,1,1
"DiagNosis of refrigerator, condensationtray cleaning and flushing","DiagNosis of refrigerator, condensationtray cleaning and flushing",,,,All Item Groups,1,1,1
DiagNosis of washing machine,DiagNosis of washing machine,,,,All Item Groups,1,1,1
DiagNosis of Water heater and replacement ofElement set,DiagNosis of Water heater and replacement ofElement set,,,,All Item Groups,1,1,1
DiagNosis & Rectification of LED lights,DiagNosis & Rectification of LED lights,,,,All Item Groups,1,1,1
"DiagNosis, repair and replacement of balcony glass door lock","DiagNosis, repair and replacement of balcony glass door lock",,,,All Item Groups,1,1,1
Diamondblade 3101100mm Dx3101,Diamondblade 3101100mm Dx3101,2,Nos,42,All Item Groups,1,1,1
"Diamond Granding Wheel 9""","Diamond Granding Wheel 9""",1,Nos,60,All Item Groups,1,1,1
Digital IR Thermometer,Digital IR Thermometer,1,Nos,40,All Item Groups,1,1,1
Digital Manometer UNI-T UT366A,Digital Manometer UNI-T UT366A,1,Nos,142.86,All Item Groups,1,1,1
Digital Pen Type Thermometer,Digital Pen Type Thermometer,2,Nos,40,All Item Groups,1,1,1
Din Rail 2Mtr,Din Rail 2Mtr,1,Pcs,10,All Item Groups,1,1,1
DIN Rail 35x7.5MM,DIN Rail 35x7.5MM,3,Lgth,6.5,All Item Groups,1,1,1
Din Rail Channel .80,Din Rail Channel .80,1,Nos,5,All Item Groups,1,1,1
Din Rail Stopper,Din Rail Stopper,20,Nos,0.8,All Item Groups,1,1,1
"Dis 4"" Diamond MAK","Dis 4"" Diamond MAK",1,Nos,35,All Item Groups,1,1,1
Disher - Semi Ped Screws Set,Disher - Semi Ped Screws Set,1,Nos,14,All Item Groups,1,1,1
Dishwasher door repair work,Dishwasher door repair work,,,,All Item Groups,1,1,1
Dishwasher door work,Dishwasher door work,,,,All Item Groups,1,1,1
"Dishwasher installation @ Springs15,street 3, Villa 20","Dishwasher installation @ Springs15,street 3, Villa 20",,,,All Item Groups,1,1,1
Dishwasher Installation work,Dishwasher Installation work,,,,All Item Groups,1,1,1
Dishwasher Rectification Work,Dishwasher Rectification Work,,,,All Item Groups,1,1,1
Dismantle of chandelier,Dismantle of chandelier,,,,All Item Groups,1,1,1
Disposable Glove,Disposable Glove,101,Nos,0.3,All Item Groups,1,1,1
"Dis Steel 4.5""DWA8062","Dis Steel 4.5""DWA8062",4,Nos,3.57,All Item Groups,1,1,1
Distribution Box 12 Way HT-12 Giffex,Distribution Box 12 Way HT-12 Giffex,1,Nos,35,All Item Groups,1,1,1
DJ60GM1-9MM A GRD Grey,DJ60GM1-9MM A GRD Grey,20.16,Sqm,37,All Item Groups,1,1,1
Domistic Water Booster Pump System Work,Domistic Water Booster Pump System Work,,,,All Item Groups,1,1,1
Done Main Tee 3.6MM,Done Main Tee 3.6MM,1,Pcs,12,All Item Groups,1,1,1
Donn Cross Tee 0.6MM,Donn Cross Tee 0.6MM,1,Pcs,2.5,All Item Groups,1,1,1
Donn Cross Tee 1.2MM,Donn Cross Tee 1.2MM,1,Pcs,3,All Item Groups,1,1,1
Door Alignment,Door Alignment,1,Set,35,All Item Groups,1,1,1
Door Alingment and Door Closer Replacement,Door Alingment and Door Closer Replacement,,,,All Item Groups,1,1,1
Door bell work,Door bell work,,,,All Item Groups,1,1,1
Door Brush 1Mtr Black,Door Brush 1Mtr Black,20,Nos,10,All Item Groups,1,1,1
Door B/S Sanding B/S Backing Pressing,Door B/S Sanding B/S Backing Pressing,,,,All Item Groups,1,1,1
"Door B/S sanding B/S Red Oak 
Quarter
","Door B/S sanding B/S Red Oak 
Quarter
",,,,All Item Groups,1,1,1
Door frame lock strike plate & frame repair work,Door frame lock strike plate & frame repair work,,,,All Item Groups,1,1,1
Door frame repair and paint work,Door frame repair and paint work,,,,All Item Groups,1,1,1
Door Glass Beeding Side 10MM,Door Glass Beeding Side 10MM,-6,Pcs,8,All Item Groups,1,1,1
Door Glass Beeding Side 8MM,Door Glass Beeding Side 8MM,13,Nos,5,All Item Groups,1,1,1
Door handle repair,Door handle repair,,,,All Item Groups,1,1,1
Door Lock Alignment,Door Lock Alignment,,,,All Item Groups,1,1,1
Door mortise draught extruders installation,Door mortise draught extruders installation,,,,All Item Groups,1,1,1
Dorma TH125 Lever Handle With Lock and Cylinder,Dorma TH125 Lever Handle With Lock and Cylinder,1,Nos,150,All Item Groups,1,1,1
Dorma TS77 Door Closer with Arm,Dorma TS77 Door Closer with Arm,1,Nos,65,All Item Groups,1,1,1
"Double-Lin 1 1/2"" Brass B/Valve Union","Double-Lin 1 1/2"" Brass B/Valve Union",4,Nos,40,All Item Groups,1,1,1
"Double Lin 1 1/4"" Brass Ball Valve with Union","Double Lin 1 1/4"" Brass Ball Valve with Union",6,Nos,57.3,All Item Groups,1,1,1
Double Profile Cylinder 70MM,Double Profile Cylinder 70MM,2,Nos,25,All Item Groups,1,1,1
Double Speed Inline Ducted Extract Fan 181 CFM @ 50,Double Speed Inline Ducted Extract Fan 181 CFM @ 50,1,Pcs,340,All Item Groups,1,1,1
Double Speed Inline Ducted Extract Fan 553 CFM @ 50,Double Speed Inline Ducted Extract Fan 553 CFM @ 50,2,Pcs,775,All Item Groups,1,1,1
DOWEL PIN,DOWEL PIN,45,Pcs,0.27,All Item Groups,1,1,1
D Pull 10x224mm SS304 Satin,D Pull 10x224mm SS304 Satin,2,Nos,15,All Item Groups,1,1,1
Drainage Leakage Repair,Drainage Leakage Repair,,,,All Item Groups,1,1,1
Drainage pipe diagNosis rectification work,Drainage pipe diagNosis rectification work,,,,All Item Groups,1,1,1
Drain Opener Acid 4ltr,Drain Opener Acid 4ltr,8,Gln,18.5,All Item Groups,1,1,1
Drain Point Closing Work,Drain Point Closing Work,,,,All Item Groups,1,1,1
Drain Tablet AC,Drain Tablet AC,112,Pcs,10.74,All Item Groups,1,1,1
Drain Unblock,Drain Unblock,,,,All Item Groups,1,1,1
"Drain unblocking, mechanical Roding,flushing & chemical cleaning.","Drain unblocking, mechanical Roding,flushing & chemical cleaning.",,,,All Item Groups,1,1,1
Drawer Handle B735 192MM,Drawer Handle B735 192MM,,,,All Item Groups,1,1,1
Drawer Lock Installation Work,Drawer Lock Installation Work,,,,All Item Groups,1,1,1
Dr Fixit Crack Filler,Dr Fixit Crack Filler,20,Pkt,7.25,All Item Groups,1,1,1
Dr. Fixit Silicon 501 Beige,Dr. Fixit Silicon 501 Beige,5,Nos,7,All Item Groups,1,1,1
Dr.Fixit Silicon 501 Black,Dr.Fixit Silicon 501 Black,7,Pcs,13.22,All Item Groups,1,1,1
Dr.Fixit Silicon 501 Clear,Dr.Fixit Silicon 501 Clear,5,Nos,6,All Item Groups,1,1,1
Dr.Fixit Silicon 501 White,Dr.Fixit Silicon 501 White,16,Pcs,7,All Item Groups,1,1,1
Dr Fixit Silicon 515 Acrylic White,Dr Fixit Silicon 515 Acrylic White,14,Pcs,6,All Item Groups,1,1,1
Drill Chuck + Key Adaptor Stark,Drill Chuck + Key Adaptor Stark,6,Set,20,All Item Groups,1,1,1
Driver Cabin Extension Work,Driver Cabin Extension Work,,,,All Item Groups,1,1,1
Driver LC 17W 250-400Ma Flexc SC SNC4,Driver LC 17W 250-400Ma Flexc SC SNC4,16,Nos,16,All Item Groups,1,1,1
Drop Sheet 4x 5MM 0.007MM 100G,Drop Sheet 4x 5MM 0.007MM 100G,1109,Pcs,4,All Item Groups,1,1,1
Drop Sheet 4 x 5MM 0.007MM 200G,Drop Sheet 4 x 5MM 0.007MM 200G,30,Pcs,8,All Item Groups,1,1,1
"DR SS 2"" (56MM) x 4Mtr PVC Pipe Grey BS:5255(2.0MM)","DR SS 2"" (56MM) x 4Mtr PVC Pipe Grey BS:5255(2.0MM)",8,Pcs,15,All Item Groups,1,1,1
"DR SS 2"" PVC Coupler Grey Cosmoplast","DR SS 2"" PVC Coupler Grey Cosmoplast",20,Pcs,1.5,All Item Groups,1,1,1
"DR SS 2"" x 45Deg PVC Bend Grey Cosmoplast","DR SS 2"" x 45Deg PVC Bend Grey Cosmoplast",20,Pcs,1.75,All Item Groups,1,1,1
"DR SS 2"" x 90Deg PVC Bend Grey Cosmoplast","DR SS 2"" x 90Deg PVC Bend Grey Cosmoplast",20,Pcs,2,All Item Groups,1,1,1
"DR SS 4"" PVC Access Cap Grey Cosmoplast","DR SS 4"" PVC Access Cap Grey Cosmoplast",2,Nos,6,All Item Groups,1,1,1
Dry Wall Gyp Screw 1,Dry Wall Gyp Screw 1,1,Pkt,18,All Item Groups,1,1,1
"Dry Wall Gyp Screw 6 x 11/2""","Dry Wall Gyp Screw 6 x 11/2""",1,Pkt,18,All Item Groups,1,1,1
Drywall Screw Fine Thread 6x1,Drywall Screw Fine Thread 6x1,3,Pcs,20,All Item Groups,1,1,1
Drywall Screw Fine Thread 8x1,Drywall Screw Fine Thread 8x1,,,,All Item Groups,1,1,1
"Drywall Screw Fine Thread 8x1.5""","Drywall Screw Fine Thread 8x1.5""",10,Pkt,22,All Item Groups,1,1,1
Drywall Screw Fine Thread 8x3/4,Drywall Screw Fine Thread 8x3/4,,,,All Item Groups,1,1,1
Ds Inspire Matt Base A 4L,Ds Inspire Matt Base A 4L,1,Gln,95,All Item Groups,1,1,1
DT-20 Top,DT-20 Top,1,Pcs,20,All Item Groups,1,1,1
Ducabe Cable 2.5MM Black,Ducabe Cable 2.5MM Black,2,Roll,103,All Item Groups,1,1,1
Ducabe Cable 2.5MM Y/G,Ducabe Cable 2.5MM Y/G,2,Roll,103,All Item Groups,1,1,1
Ducabe Cable 4MM Black,Ducabe Cable 4MM Black,2,Roll,163,All Item Groups,1,1,1
Ducabe Cable 4MM Y/G,Ducabe Cable 4MM Y/G,1,Roll,163,All Item Groups,1,1,1
"Duct 4""","Duct 4""",2,Nos,25,All Item Groups,1,1,1
Duct Connector,Duct Connector,5,Mtr,7,All Item Groups,1,1,1
Duct Liner 13MM x 31 Mtr x 1.2 M,Duct Liner 13MM x 31 Mtr x 1.2 M,1,Roll,340,All Item Groups,1,1,1
Ductmount 10MM/8MM,Ductmount 10MM/8MM,8,Nos,2,All Item Groups,1,1,1
Duct Sealant,Duct Sealant,,,,All Item Groups,1,1,1
DUCUB 1.5MMx2C + EARTH FLAMBICC 2a Fire Res Wire,DUCUB 1.5MMx2C + EARTH FLAMBICC 2a Fire Res Wire,,,,All Item Groups,1,1,1
DUS 01-A (WW),DUS 01-A (WW),2,Nos,40,All Item Groups,1,1,1
Dustbin extractable mechanism fixing.,Dustbin extractable mechanism fixing.,,,,All Item Groups,1,1,1
Dust Mask,Dust Mask,1,Pkt,17,All Item Groups,1,1,1
DWbrush Pair 230New P-N489912,DWbrush Pair 230New P-N489912,1,Nos,8,All Item Groups,1,1,1
DWbrushpair  230V Cutoff #1003860-00,DWbrushpair  230V Cutoff #1003860-00,1,Nos,13,All Item Groups,1,1,1
DW Drill Bit Sds Plus 10 x 460MM,DW Drill Bit Sds Plus 10 x 460MM,1,Nos,40,All Item Groups,1,1,1
DW Outer Flange,DW Outer Flange,1,Nos,10,All Item Groups,1,1,1
Dyed Mahogany #15740 (Ltr),Dyed Mahogany #15740 (Ltr),1,LTR,28.98,All Item Groups,1,1,1
Dyed Stain Aps (LTR),Dyed Stain Aps (LTR),1,LTR,45,All Item Groups,1,1,1
E 246 300W CASC Transformar IP 64 121416V,E 246 300W CASC Transformar IP 64 121416V,,,,All Item Groups,1,1,1
Earth Link Screw Type,Earth Link Screw Type,1,Lgth,22,All Item Groups,1,1,1
ECOMAT-SS Tile Floor Drain 150x150MM,ECOMAT-SS Tile Floor Drain 150x150MM,1,Nos,129.6,All Item Groups,1,1,1
Ecomat - SS Tile Liner Drain 700x70MM,Ecomat - SS Tile Liner Drain 700x70MM,1,Nos,185,All Item Groups,1,1,1
Edge Banding Walnut Veneer,Edge Banding Walnut Veneer,1,Roll,90,All Item Groups,1,1,1
Edge Cutting,Edge Cutting,31,Nos,9.84,All Item Groups,1,1,1
"Elbow 3"" 45 Degree","Elbow 3"" 45 Degree",2,Pcs,5,All Item Groups,1,1,1
ELCB 63A 4P 100MA ABB,ELCB 63A 4P 100MA ABB,2,Pcs,106,All Item Groups,1,1,1
ELCB IID 40A 2P 300MA ACTI9 AC,ELCB IID 40A 2P 300MA ACTI9 AC,2,Nos,78.09,All Item Groups,1,1,1
ELCB IID 40A 4P 300MA,ELCB IID 40A 4P 300MA,1,Nos,85,All Item Groups,1,1,1
ELCB IID 40A 4P 300MA ACTI9,ELCB IID 40A 4P 300MA ACTI9,3,Nos,94.06,All Item Groups,1,1,1
Electrical and Photos Hanging work,Electrical and Photos Hanging work,,,,All Item Groups,1,1,1
Electrical work,Electrical work,,,,All Item Groups,1,1,1
Electrode 6013 KR3000 2.6MM,Electrode 6013 KR3000 2.6MM,1,Pkt,47.62,All Item Groups,1,1,1
Electrode 6013 KR3000 3.2MM,Electrode 6013 KR3000 3.2MM,2,Pkt,48,All Item Groups,1,1,1
Element W/TS 2000 Rester Italy,Element W/TS 2000 Rester Italy,1,Nos,66.67,All Item Groups,1,1,1
Element W/TS 4000 Rester Italy,Element W/TS 4000 Rester Italy,,,,All Item Groups,1,1,1
Empty Bag Big (Sand),Empty Bag Big (Sand),50,Nos,0.8,All Item Groups,1,1,1
"End Cap 03""","End Cap 03""",2,Pcs,3.5,All Item Groups,1,1,1
Enifix CA-Double Stick Carpet Flooring Adhesive,Enifix CA-Double Stick Carpet Flooring Adhesive,1,Lot,210,All Item Groups,1,1,1
EP275-70 Floor Paint,EP275-70 Floor Paint,2,Kg,55,All Item Groups,1,1,1
Epocoat S Matt Clear 3.2Ltr,Epocoat S Matt Clear 3.2Ltr,1,Nos,105.04,All Item Groups,1,1,1
Epoxy Hardener #450B (800ML),Epoxy Hardener #450B (800ML),1,Nos,24.14,All Item Groups,1,1,1
Epoxy Paint Work,Epoxy Paint Work,,,,All Item Groups,1,1,1
Epoxy Thinner #135P (Usg),Epoxy Thinner #135P (Usg),1,Nos,42.25,All Item Groups,1,1,1
"ESPA SIGMA 50M, 0.5HP 1x230 50HZ Peripheral","ESPA SIGMA 50M, 0.5HP 1x230 50HZ Peripheral",1,Nos,150,All Item Groups,1,1,1
Esxe1200/24.067-200W-24V,Esxe1200/24.067-200W-24V,1,Nos,168,All Item Groups,1,1,1
Euro Profile Double Cylinder 6Pin 70MM,Euro Profile Double Cylinder 6Pin 70MM,5,Nos,33.04,All Item Groups,1,1,1
Euro Profile Thumbturn Culinder 90MM Length 6Pin,Euro Profile Thumbturn Culinder 90MM Length 6Pin,4,Pcs,225,All Item Groups,1,1,1
Excelair G4 Filters GI Both Side,Excelair G4 Filters GI Both Side,32,Nos,16.16,All Item Groups,1,1,1
Extention Stick 5Way Mtr Vatsun,Extention Stick 5Way Mtr Vatsun,1,Nos,45,All Item Groups,1,1,1
External floor cleaning,External floor cleaning,,,,All Item Groups,1,1,1
External Window Jet cleaning,External Window Jet cleaning,,,,All Item Groups,1,1,1
Fabricated Pir Pre Insulated Duct,Fabricated Pir Pre Insulated Duct,15,Sqm,39.51,All Item Groups,1,1,1
Fabricated Supply and Install Aluminium Powder Coat,Fabricated Supply and Install Aluminium Powder Coat,1,Nos,4700,All Item Groups,1,1,1
Fabrication Of Grommet Using SS G304 2MM,Fabrication Of Grommet Using SS G304 2MM,1,Nos,120,All Item Groups,1,1,1
Fabrication of SS G304 Brush Finish 2mm Thick Sheet,Fabrication of SS G304 Brush Finish 2mm Thick Sheet,,,,All Item Groups,1,1,1
"Fabrication, supply & replacement of bed solid wood support 100x25x1975 mm.","Fabrication, supply & replacement of bed solid wood support 100x25x1975 mm.",,,,All Item Groups,1,1,1
Facemask,Facemask,4,Pkt,5.25,All Item Groups,1,1,1
FAce Shield EN 166,FAce Shield EN 166,,,,All Item Groups,1,1,1
Fan Blade Small,Fan Blade Small,2,Nos,70,All Item Groups,1,1,1
Fan Motor S/S Genteq 1/3 HP 460V,Fan Motor S/S Genteq 1/3 HP 460V,1,Nos,420,All Item Groups,1,1,1
FCU Switched Schneider W/Neon 250V 13A,FCU Switched Schneider W/Neon 250V 13A,4,Nos,15,All Item Groups,1,1,1
FCU thermostat diagNosis,FCU thermostat diagNosis,,,,All Item Groups,1,1,1
Female Socket,Female Socket,5,Pcs,4.5,All Item Groups,1,1,1
Female Socket + Plug,Female Socket + Plug,2,Nos,5,All Item Groups,1,1,1
Fen Emu Hygn Matt Base A 16.2LTR,Fen Emu Hygn Matt Base A 16.2LTR,2,DRUM,402.5,All Item Groups,1,1,1
Fen Hygn EMU Matt A Base 1Lt,Fen Hygn EMU Matt A Base 1Lt,2,LTR,222.5,All Item Groups,1,1,1
FEN HYGN EMU MATT A Base 3.6Ltr,FEN HYGN EMU MATT A Base 3.6Ltr,4,Gln,121,All Item Groups,1,1,1
Fen Hygn Emu Matt White 18LT,Fen Hygn Emu Matt White 18LT,1,DRUM,410,All Item Groups,1,1,1
Fen Hygn EMU Silk A Base 3.6Lt,Fen Hygn EMU Silk A Base 3.6Lt,1,Gln,126,All Item Groups,1,1,1
Fen Myhm Rich Matt,Fen Myhm Rich Matt,3,LTR,34.33,All Item Groups,1,1,1
Fen. Myhome Rich Matt Base A 3.6Ltr,Fen. Myhome Rich Matt Base A 3.6Ltr,3,Gln,111.67,All Item Groups,1,1,1
Fen. My Home Smooth Silk C Base 3.6LT,Fen. My Home Smooth Silk C Base 3.6LT,,,,All Item Groups,1,1,1
Fenomastic Emul Myhome Rich Matt A,Fenomastic Emul Myhome Rich Matt A,4,DRUM,362.5,All Item Groups,1,1,1
Fenomastic Emulsion Matt RAL 9010 18Ltr,Fenomastic Emulsion Matt RAL 9010 18Ltr,17,DRUM,260,All Item Groups,1,1,1
Fenomastic Hygn EMU MAT A16.2L,Fenomastic Hygn EMU MAT A16.2L,9,DRUM,406.11,All Item Groups,1,1,1
Fenomastic Hygn EMU MAT A1L,Fenomastic Hygn EMU MAT A1L,2,Nos,39,All Item Groups,1,1,1
Fenomastic Hygn EMU MAT A3.6L,Fenomastic Hygn EMU MAT A3.6L,1,Gln,120,All Item Groups,1,1,1
Fenomastic Myhome SMT Silk A 0.9L,Fenomastic Myhome SMT Silk A 0.9L,1,LTR,39,All Item Groups,1,1,1
Fenomastic Myhome SMT Silk A 16.2L,Fenomastic Myhome SMT Silk A 16.2L,1,DRUM,325,All Item Groups,1,1,1
Fenomastic Myhome SMT Silk A 3.6L,Fenomastic Myhome SMT Silk A 3.6L,1,Gln,123,All Item Groups,1,1,1
Feno Wonderwall Base A3.6Ltr,Feno Wonderwall Base A3.6Ltr,2,Nos,115,All Item Groups,1,1,1
Fenpureclemu Matt Base 0.9L,Fenpureclemu Matt Base 0.9L,1,LTR,36,All Item Groups,1,1,1
Fenpureclemu Matt Base A3.6L,Fenpureclemu Matt Base A3.6L,1,Nos,102,All Item Groups,1,1,1
FEN Push Type Basin Waste SLo,FEN Push Type Basin Waste SLo,1,Nos,45,All Item Groups,1,1,1
Fevicol 1 Kg,Fevicol 1 Kg,2,Nos,15,All Item Groups,1,1,1
Fevicol CW Instant Bondong Kit 500Ml,Fevicol CW Instant Bondong Kit 500Ml,2,Nos,14,All Item Groups,1,1,1
Fevicol Marble Glue Beige 1KG,Fevicol Marble Glue Beige 1KG,3,Nos,15,All Item Groups,1,1,1
Fevicol Marble Glue White 1KG,Fevicol Marble Glue White 1KG,2,Nos,15,All Item Groups,1,1,1
Fevicol Steel Epoxy 57G,Fevicol Steel Epoxy 57G,1,Nos,8,All Item Groups,1,1,1
FF Refurbishment & Fit out work,FF Refurbishment & Fit out work,,,,All Item Groups,1,1,1
Fiber Mesh White 1x50,Fiber Mesh White 1x50,1,Nos,32,All Item Groups,1,1,1
Filter Drier 1/4 Flaring Type,Filter Drier 1/4 Flaring Type,1,Nos,20,All Item Groups,1,1,1
Filter (PC),Filter (PC),46,Nos,0.63,All Item Groups,1,1,1
Finishing Work,Finishing Work,,,,All Item Groups,1,1,1
Fire Blanket 1.8MTRx1.8MTR,Fire Blanket 1.8MTRx1.8MTR,,,,All Item Groups,1,1,1
Fire Cylider Hook Red,Fire Cylider Hook Red,,,,All Item Groups,1,1,1
